imp_id,user_id,time,history,impressions
833199,U698810,11/12/2019 12:02:27 PM,N81922 N40446 N27258 N104031 N60911 N94295 N89799 N106708 N109421 N89525 N48558 N119710 N13996 N16097 N46994 N1596 N98894 N48501,N100206-0 N128367-0 N62203-0 N61065-0 N83412-1 N17881-0 N41710-0 N124145-0 N114026-0 N110303-0 N100073-0 N51406-0 N69915-0 N21624-0 N41101-0 N54239-0 N125655-0 N61850-0 N119637-1 N78605-0 N25656-0 N50466-0 N19771-0 N18947-0 N110473-0 N27368-0 N7937-0 N84689-0 N20990-0 N7578-0 N46262-0 N8719-0 N33078-0 N114135-0 N120312-0 N100539-0 N76434-0 N109642-0 N109344-0 N84381-0 N30417-0 N38902-1 N108736-0 N108581-0 N121580-0
1469060,U88662,11/11/2019 9:58:33 PM,N70080 N77001 N77155 N4065 N123290 N64554 N34494 N126474 N129764 N81769 N116989 N90949 N89484 N79285 N65508 N17298 N37407 N73963 N50377 N102039 N8254 N74643 N10996 N87364 N107212 N112303 N21239 N102152 N34301 N4066 N8984 N114787 N82055 N90513 N35921 N127661,N61384-0 N70822-0 N44136-0 N122971-0 N27097-0 N118883-1 N100396-0 N30899-0
452402,U431614,11/14/2019 5:57:58 AM,,N85664-0 N76665-0 N18405-0 N102458-0 N10646-0 N41547-1 N1869-0 N84886-0 N105407-0 N54296-0 N58641-0 N45522-0 N25751-0 N48015-0 N880-0 N96805-0 N116711-0 N84430-0
1260583,U72322,11/11/2019 7:11:46 AM,N2232 N15890 N59130 N46994 N73408 N6238 N10811 N63066 N59700,N98178-1 N116694-0
55609,U163151,11/14/2019 9:12:23 AM,N89166 N99962 N65265 N25727 N49668 N105757 N15750 N50645 N127225 N58653 N41326 N11631 N128785 N42718 N50361 N90678 N106476 N87788 N34374 N109512 N59700 N48939,N29544-0 N48015-0 N102458-0 N76665-1 N105407-0 N70883-0 N29441-0
1749216,U66923,11/14/2019 5:58:06 PM,N54656 N107944 N116422 N114859 N60911 N128643 N77440 N100663 N106854 N89166 N27221 N31043 N78478 N47323 N84904 N14611 N127530 N97753 N76664 N126063 N4268 N14200 N88892 N76151 N127225 N96616 N101921 N10396 N5674 N129836 N72046 N79909 N1596 N96796 N75373 N71977 N25082 N74915 N82468 N99971 N96796 N10099 N78026 N67497 N77898 N27161,N86258-1 N104990-0 N70883-0 N67937-1 N64785-0 N78508-0 N45782-0 N91238-0 N83707-0 N3623-0 N55761-0 N40625-0 N51163-0 N94999-0 N118623-0 N51307-0 N88329-0 N68624-1 N51200-0 N102846-0
1048909,U198105,11/12/2019 4:46:14 PM,N9740 N77657 N31860 N122766 N60552 N99821 N129040 N36502 N44540 N87654 N92655 N37605 N6793 N119039 N108752 N118005 N117074 N110249 N84454 N23846 N19325 N112751 N120854 N129212 N98214,N54239-0 N86358-0 N109642-0 N29329-0 N100206-0 N112969-0 N119838-0 N54984-0 N109703-0 N34379-0 N49283-0 N8701-0 N6306-0 N65742-0 N114935-0 N128583-0 N5165-0 N24486-0 N109762-0 N94421-0 N114946-0 N102668-0 N94572-0 N81415-0 N114200-0 N122819-0 N65533-0 N43450-0 N80272-0 N37544-1 N115021-0 N27368-0 N100380-0 N112335-0 N92498-0
1625939,U487029,11/11/2019 8:34:52 AM,N128965 N99971 N84799 N98095 N19537 N102465,N32154-0 N98178-1
301391,U289262,11/11/2019 11:37:52 AM,N121216 N21743 N105366 N95131 N76983 N53933 N90329 N44781 N104737 N74915 N71643 N91597 N90645 N29724 N76141 N68745 N68745 N76887 N74307 N55879 N53785,N98178-0 N87855-0 N117260-0 N32256-0 N12613-0 N85452-0 N23086-0 N47257-0 N65658-0 N65552-0 N86429-0 N13761-0 N2020-0 N8719-0 N99177-0 N123234-1 N82866-0 N67747-0 N75621-0 N12586-0 N82315-0 N107637-0 N55792-0 N17575-0 N31552-0 N425-0
1674518,U621981,11/11/2019 7:31:48 AM,N85484 N88875 N124208 N47658 N18867 N120232 N1713 N127629 N15491 N84938 N18904 N37526 N108832 N119891 N125910 N51279 N22660 N11653 N26175,N98178-1 N32154-0
1090421,U586543,11/11/2019 12:27:21 PM,N117269 N29997 N112123 N20359 N125741 N88765 N112192 N63723 N114859 N120162 N87211 N12959 N84263 N69106 N8085 N60015 N13269 N89872 N33216 N26935 N64496 N9375 N126968 N63676 N98923 N34539 N49347 N104181 N119145 N110836 N23421 N52911 N60165 N61145 N32221 N102743 N51724 N19113 N63174 N42763 N1596 N123451 N122264 N95133 N107264 N123673 N102508 N124597 N113184 N57217 N68728 N15007 N104498 N46841 N88075 N54731 N107081 N8995 N34301 N127754 N8223 N120561 N121409 N45257 N58224 N96000 N1713 N120031 N127629 N13003 N5653 N33215 N74307 N67497 N40765 N37935 N58227 N74636 N81105 N27861 N38237 N67174 N123548 N114787 N88019 N115296 N37395 N14316 N127001 N97862 N84423 N95066 N50858 N63807 N31323 N25492 N98657,N3718-1 N55792-0 N67747-0
1656341,U100351,11/13/2019 2:24:44 PM,N65259 N80788 N9740 N12194 N91997 N97156 N50994 N93049 N25720 N84642 N74586 N91597 N97862 N39430 N95066 N82055 N127001,N101552-0 N95525-0 N100539-0 N129240-0 N96011-0 N60988-0 N24001-0 N62017-0 N41139-0 N10627-0 N108140-0 N5287-0 N124677-0 N16782-0 N110667-0 N61414-0 N106307-0 N23077-0 N10285-0 N39887-0 N66957-0 N26887-0 N123683-0 N51142-0 N94594-0 N80621-0 N25016-0 N16244-0 N102958-0 N96729-0 N101233-0 N113044-0 N37178-0 N22871-0 N4504-0 N48912-0 N2004-0 N47711-0 N29931-0 N80994-0 N696-0 N13761-0 N108363-0 N15655-0 N123968-0 N100845-0 N53474-1 N11425-0 N1923-0 N43907-0 N5165-0 N59646-0 N3093-0 N82233-0 N2463-0 N75618-0 N76677-0 N80921-0 N22215-0 N101900-0 N4156-0 N52948-0 N120696-0 N43982-0 N127134-0 N119465-0 N89741-0 N71552-1 N13161-0 N4433-0
765899,U637165,11/13/2019 11:25:09 AM,N95747 N79574 N128798 N99279 N76171 N112324 N130269 N121168 N100881 N72973 N67133 N76025 N9818 N51784 N54360 N6930 N72105 N10969 N20673 N85103 N45641,N13761-0 N18553-0 N60014-0 N109852-0 N96356-1 N27152-0 N123475-0 N58823-0 N127836-0 N6605-0 N19695-0
979577,U411983,11/14/2019 8:54:43 AM,N52652 N13269 N128965 N38544 N31043 N26935 N104938 N83597 N65119 N85056 N35328 N93667 N20131 N72571 N115743 N45706 N52911 N94313 N73122 N123743 N93237 N129083 N27352 N29707 N58131 N93049 N46994 N44524 N24344 N86149 N54360 N23264 N72105 N5992 N114571 N25082 N91597 N125961 N87111 N51166 N91923 N41083 N85884 N54797,N102458-0 N84430-0 N20916-0 N70363-0 N25756-0 N34172-0 N29441-0 N117376-0 N880-0 N29544-0 N56873-0 N76665-0 N58641-0 N41547-0 N96805-0 N110627-0 N39403-0 N99187-1 N91390-0 N124444-1 N85664-1 N48015-0 N41710-0 N20250-0 N112125-1 N51163-0 N64873-0 N43361-0 N105407-0
1053643,U118912,11/13/2019 1:18:25 PM,N104737 N54393 N65661,N5287-0 N53474-1
533503,U699308,11/11/2019 12:10:45 PM,N18389 N123290 N99213 N87105 N92144 N109270 N85056 N90686 N56927 N20591 N110043 N71643 N24984 N108701 N82649,N124054-0 N113367-0 N86429-0 N65552-0 N113741-0 N98178-0 N17575-0 N117260-0 N20648-0 N47026-0 N425-0 N55112-0 N55792-0 N67615-0 N23086-0 N65658-0 N38457-1 N123234-0 N99177-0 N87855-0 N107637-0 N22796-0 N3718-0 N112156-0 N126000-0 N125945-0 N67747-0 N54015-0 N17566-0 N31879-0 N91923-0
470246,U370099,11/14/2019 12:37:26 PM,N85063 N3555 N104312 N114343 N55655 N20011 N78696 N70391 N50080 N47589 N34374 N93557,N45626-0 N42649-0 N45410-0 N100456-0 N120147-0 N56873-0 N29441-0 N4384-0 N125720-0 N111094-0 N33967-0 N19455-0 N127096-0 N67937-0 N880-0 N43355-0 N102458-0 N74875-0 N84430-0 N65446-0 N110627-0 N43800-1 N51163-0 N76665-0 N29544-0 N105407-0 N8599-0 N90184-0 N92300-0
1635978,U530355,11/14/2019 7:02:38 AM,N21287 N80407 N35501 N50274 N33446 N111994 N65119 N48086 N35328 N20131 N7149 N124243 N117680 N73122 N52911 N63295 N76775 N59752 N27107 N11563 N60001 N92655 N62297 N82747 N48447 N121592 N102508 N47658 N99971 N48606 N7156 N126296 N90966 N120031 N93397 N34900 N71022 N120031 N26863 N55498 N67369 N81816 N77605 N122727,N110925-0 N10646-0 N18405-0 N102458-0 N85664-0 N76665-1 N48015-0 N58641-0 N41547-0 N25751-0 N96805-0 N84430-0 N105407-0
1422506,U548898,11/12/2019 6:10:41 PM,N103742 N95287 N114859 N86208 N69106 N27038 N128643 N25165 N58534 N43746 N125021 N54005 N65259 N106692 N13869 N31043 N105582 N99191 N33177 N10184 N78240 N71082 N46879 N68563 N30161 N80545 N58992 N73122 N50489 N38272 N63295 N54060 N76775 N127044 N51724 N93576 N60001 N1220 N11879 N82348 N56927 N116989 N125871 N86141 N127923 N18601 N111503 N92655 N62105 N24796 N42893 N12145 N10478 N43133 N79285 N72212 N119039 N14200 N96616 N82747 N56230 N83373 N102941 N109229 N25189 N98125 N1229 N86208 N66959 N118005 N60457 N30813 N124116 N81593 N123673 N39532 N58653 N78130 N76967 N99797 N5653 N1886 N46824 N107969 N117886 N33865 N117401 N123548 N22562 N1014 N110258 N63120 N29375 N127375,N109703-1 N94421-0
1651060,U292211,11/14/2019 7:19:55 AM,N55571 N14799 N2076 N94659 N73629 N3435 N81332 N122256 N12288 N84730 N86231 N59836 N80603 N63476 N41709 N91748 N107085 N37395,N84886-0 N110925-0 N45522-0 N120147-0 N105407-0 N10646-0 N96805-0 N25751-0 N84430-0 N48015-0 N18405-0 N54296-1 N116711-0 N3864-0 N880-0 N50730-1 N41710-0 N100738-0 N102458-0 N76665-0 N58641-0 N20250-0 N122150-0 N23031-0 N41547-0 N29544-1 N85664-0
1809486,U267035,11/13/2019 11:54:00 AM,N128965 N64765 N123686 N68623 N44454 N42082 N27107 N121394 N29906 N99245 N105144 N130011 N82348 N22076 N95867 N93397 N1713 N22633 N56178 N48501,N100417-0 N106659-0 N110709-0 N41547-0 N50858-0 N83010-0 N48912-0 N48784-0 N88472-0 N42741-0 N110667-0 N93856-0 N39403-0 N128583-0 N102668-0 N87418-0 N92009-0 N112171-0 N97722-0 N13279-0 N101233-0 N53474-0 N48188-0 N113044-0 N95525-0 N72609-0 N41315-0 N16244-0 N37479-0 N51569-0 N19455-0 N127836-0 N61414-0 N45913-1 N94594-0 N82233-0 N88247-0 N4504-0 N10285-0 N103852-0 N24001-0 N24701-0
1301361,U279803,11/14/2019 4:28:57 PM,N87642 N9375 N454 N72571 N14240 N70796 N78832 N112933 N672 N45706 N49347 N42994 N104181 N13970 N25463 N83469 N14611 N4289 N109498 N36450 N40228 N4555 N115359 N46994 N2194 N124506 N73963 N113678 N114571 N37820 N46703 N121815 N67051 N3973 N84860 N11643 N109573 N106742 N46841 N42718 N5326 N51661 N127754 N55324 N120031 N14979 N65747 N129245 N18819 N52964 N108701 N55769 N24793 N1096 N113454 N108115 N90513 N113579 N14509 N58832,N118623-0 N83707-0 N78508-0 N3623-1 N86258-0 N5496-0 N104990-0
2014596,U462501,11/13/2019 6:57:34 AM,N98322,N96729-1 N94572-0 N44244-0 N124876-0
1137892,U91665,11/12/2019 4:00:57 AM,N48207 N34419 N41755 N99213 N71496 N18942 N127175 N69386 N44090 N31043 N50326 N104541 N41588 N121551 N454 N85056 N112324 N15471 N16416 N18031 N1037 N85056 N124922 N83529 N72571 N1396 N103181 N98238 N36944 N121901 N47818 N127780 N84662 N99021 N18261 N51724 N93512 N129812 N71068 N4072 N113050 N71728 N88769 N11563 N39384 N107452 N62420 N1296 N59520 N82348 N1940 N22273 N98241 N17818 N4289 N17596 N8223 N81449 N65299 N102349 N72590 N36911 N110607 N32421 N104737 N8991 N78252 N72976 N54978 N98095 N88075 N51167 N7954 N91597 N32043 N91110 N11631 N22386 N84662 N91570 N105097 N40584 N47362 N31079 N73222 N8223 N129439 N29766 N111519 N1886 N18904 N14979 N58220 N81364 N108809 N30216 N111439 N11653 N95066 N20285 N24099 N67369 N120643,N9632-0 N93958-0 N19455-0 N2750-0 N44967-0 N68346-0 N74301-0 N59216-0 N24150-0 N18341-0 N9082-0 N49697-0 N83412-0 N108581-0 N53225-0 N46945-0 N52856-0 N4612-0 N61384-0 N81284-0 N68562-0 N99484-0 N100804-0 N91381-0 N93232-0 N113130-0 N74284-0 N93132-0 N71353-0 N102631-0 N125655-0 N69900-0 N35508-0 N22895-0 N31967-0 N39123-0 N63622-0 N93254-0 N86149-0 N52079-1 N80577-0 N121715-0 N81852-0 N56644-0 N17575-0 N63952-1 N130326-0 N97355-0 N95135-0 N67128-0 N28752-0 N112755-0 N83257-0 N2020-0 N58417-0 N126592-0 N85452-0 N35694-0 N55023-0 N109344-0 N3030-0 N17198-0 N25747-1 N8475-0 N104624-0 N127073-0 N105478-0 N13361-0 N107088-0 N41217-0 N61065-0 N17881-0 N12459-0 N15847-0 N36306-0 N33378-0 N13761-0 N49312-0 N939-0 N30899-1 N27097-0 N120192-0 N114830-0 N95261-0 N72485-0 N3075-0 N90388-0 N112819-0 N7783-0 N90968-0 N28158-0 N48418-0 N66782-0 N1469-0 N123196-0 N119841-0 N59301-0 N76384-0 N82719-0 N53859-0 N11148-0 N118883-1 N8719-0 N92498-0 N124245-0 N125528-0 N51728-0 N46739-0 N87159-0 N79205-0
1996148,U73756,11/14/2019 1:09:38 PM,N129342 N96796 N54978 N114571 N125184 N62757 N62183 N47119 N16723 N74205,N102458-0 N70391-1
1770466,U56689,11/9/2019 6:51:40 AM,N50005 N122773 N108312 N70848,N32209-0 N6865-1 N66489-0 N103397-0
1505699,U396877,11/12/2019 12:45:17 AM,N1940 N50653 N16125 N107322,N48418-0 N82719-0 N125253-0 N120580-0 N27097-0 N91381-0 N118883-0 N53398-0 N121715-0 N30899-0 N2750-0 N52401-0 N44136-0 N81628-1 N61384-0
623125,U101656,11/10/2019 8:16:27 AM,N19347 N72571 N14240 N44431 N25166 N71977 N66107 N48926 N59416,N2591-0 N123901-0 N63262-0 N71090-0 N52098-1 N78699-0 N19858-0 N69148-0 N26368-0 N57459-0 N15289-0 N97946-0 N13322-0 N82315-0
2034471,U515815,11/12/2019 5:02:09 AM,N35797 N7742 N82272 N102339 N63723 N2548 N107675 N105692 N108299 N125648 N67779 N49079 N124922 N15471 N37636 N101280 N9042 N45634 N2076 N36246 N117275 N81745 N116540 N76970 N68490 N16717 N117488 N22187 N122988 N41632 N79746 N49839 N28222 N39792 N14611 N32756 N104485 N92890 N127202 N24476 N97151 N28222 N48804 N71227 N72968 N86208 N104737 N20795 N82746 N95711 N117724 N46499 N72976 N9042 N26573 N4066 N82213 N42591 N13865 N10923 N97466 N104235 N93769 N41702 N108019 N110572 N94407 N64300 N1713 N85103 N8567 N53410 N10490 N21565 N82649 N50676 N83062 N84245 N50080 N86120 N8006 N96443 N80251 N104437,N2750-0 N118883-0 N91381-0 N30899-1 N61065-0 N27097-0 N83412-0
606932,U576005,11/11/2019 5:43:22 PM,N45202 N32686 N4072 N68431 N102039 N82747 N54416 N94541 N64932 N84454 N58653 N26863 N99210 N58832 N4858,N85986-1 N70822-0 N111088-0 N90968-0 N44136-0 N93411-0
294704,U281068,11/9/2019 6:52:34 AM,N41572 N46591 N39049 N115529 N765 N111826 N37721 N106096 N76306 N80381 N21019 N52911 N30299 N64518 N102743 N36740 N120650 N44616 N54213 N72732 N47655 N112043 N121418 N37433 N124851 N31079 N53998 N39509 N123499 N73137 N112615 N41056 N112093 N29050,N62595-0 N17456-0 N130031-0 N118589-0 N103817-0 N96490-0 N61407-0 N5807-0 N42592-0 N90388-0 N6865-0 N160-0 N96964-0 N114054-0 N115958-0 N101624-0 N37530-0 N65783-0 N116904-0 N29006-0 N116736-0 N18110-0 N43186-0 N50080-0 N95525-0 N35189-0 N112687-0 N121878-0 N36542-0 N93793-0 N75842-0 N76042-0 N63437-0 N39230-1 N25060-0 N81697-0 N101015-0 N103397-0 N106702-0 N76810-0 N26404-0 N60389-0
617413,U130821,11/12/2019 8:07:19 AM,N84695 N83933 N53650 N26863 N8222,N30899-0 N87684-0 N61065-0 N27097-0 N43085-1 N100073-0 N20990-0
2230127,U36636,11/14/2019 11:37:43 AM,N23371 N16564 N31043 N102462 N9375 N46786 N49347 N17818 N81831 N20138 N7272 N130251 N3435 N83253 N49262 N130288 N829 N73478 N4104 N40699 N3565 N19735 N95420 N25727 N75821 N29185 N82159 N129083 N93237 N93049 N113688 N100832 N61411 N19344 N54360 N23264 N71952 N105366 N51544 N77576 N19344 N46644 N126807 N102719 N83356 N104498 N87236 N58200 N68745 N10811 N10811 N8596 N82028 N1570 N85063 N85924 N44451 N1713 N112687 N70022 N98478 N81105 N12800 N61609 N88019 N69621 N22660 N84423 N100161,N103133-0 N4408-0 N67955-0 N4232-0 N50730-0 N105034-0 N92300-0 N56451-0 N100289-0 N25756-0 N45626-0 N119621-0 N67822-0 N105407-0 N29544-0 N48718-1 N65446-0 N76610-0 N100456-0 N67588-0 N125720-0 N120147-0 N46716-0 N90184-0 N29441-0 N31848-0 N12730-0 N41089-0 N52388-0 N117411-0 N107356-0 N72919-0 N100738-0 N25814-0 N35415-0 N19455-0 N880-0 N43800-0 N43355-0 N56873-0 N42039-0 N19926-0 N20871-0 N67937-0 N101521-0 N12575-0 N76665-0 N84430-0 N108805-0 N51163-0 N111094-1 N65017-0 N14675-0 N110627-0 N42649-0 N102458-0 N8599-0 N91865-0
672877,U303145,11/11/2019 10:28:48 PM,N51509 N33917 N6322 N78650 N79537 N33917 N39049 N99768 N79511 N42703 N95683 N111415 N116801 N2641 N116989 N77079 N86485 N26374 N120908 N83695 N82405 N9613 N61803 N38567,N71353-0 N107483-0 N70822-0 N104107-0 N61384-0 N20789-0 N67199-0 N10057-0 N116064-0 N57747-0 N38304-0 N53859-0 N19455-0 N67455-0 N71432-0 N91047-0 N59301-0 N112819-0 N68562-0 N56278-0 N61065-0 N102958-0 N54563-0 N36306-0 N13750-0 N24150-0 N120632-0 N17277-0 N126592-0 N82719-0 N99484-0 N3075-0 N17881-1 N83568-0 N45483-0 N74301-0 N55204-0 N13361-0 N71394-0 N96937-0 N46739-0 N22943-0 N100396-0 N69900-0 N73884-0 N109344-0 N52079-0 N113126-0 N13761-0 N122267-0 N93538-0 N70948-0 N4612-0 N122971-0 N79228-0 N73969-0 N62017-0 N28158-0 N44136-0 N16620-0 N31958-0 N75544-0 N33957-0 N75411-0 N35694-0 N110973-0 N85986-0 N22895-0 N130326-0 N425-0 N108213-0 N30899-0 N56359-0 N90388-0 N85063-0 N86828-0 N72485-0 N114227-0 N26948-0 N118883-0 N50244-0 N2750-0 N74438-0 N53398-0 N65658-0 N1809-0 N27097-0 N90482-0 N49466-0 N9082-0 N68483-0 N41891-0 N123362-0 N10544-0 N111088-0 N84570-0 N22564-0
